Genus	Species	1C (pg)
Lachnagrostis	filiformis	6.29
Aegilops	mutica	6.3
Aegilops	uniaristata	6.3
Peraxilla	colensoi	6.33
Senecio	biserratus	6.33
Chrysanthemum	morifolium	6.33
Phragmipedium	pearcei	6.33
Bromus	danthoniae	6.33
Festuca	arundinacea	6.33
Hieracium	sabaudum	6.33
Briza	jurgensii	6.35
Muscari	comosum	6.35
Ranunculus	flammula	6.35
Festuca	longifolia	6.35
Ornithogalum	saundersiae	6.35
Leucanthemum	tridactylites	6.38
Nicotiana	suaveolens	6.38
Lobelia	dortmanna	6.38
Vicia	amoena	6.38
Iris	pseudopallida	6.38
Terminalia	bellirica	6.4
Crepis	turcica	6.41
Triteleia	ixioides	6.42
Ficaria	calthifolia	6.45
Muellerina	eucalyptoides	6.45
Lathyrus	nissolia	6.45
Phalaris	aquatica	6.45
Festuca	tristis	6.46
Festuca	laxa	6.47
Briza	maxima	6.48
Coccothrinax	fragrans	6.48
Artemisia	barrelieri	6.48
Festuca	amethystina	6.49
Bromus	willdenowii	6.5
Leucanthemum	laciniatum	6.5
Rudbeckia	hirta	6.5
Oxalis	neuwiedii	6.5
Lathyrus	chloranthus	6.5
Crepis	grandiflora	6.5
Anthurium	lucens	6.52
Vicia	galilaea	6.52
Hieracium	virosum	6.53
Briza	brachychaete	6.55
Delphinium	ajacis	6.55
Narcissus	hedraeanthus	6.55
Lathyrus	hirticarpus	6.55
Crocus	angustifolius x flavus	6.55
Streptopus	amplexifolius	6.55
Festuca	trichophylla	6.56
Portenschlagiella	ramosissima	6.57
Lathyrus	maritimus	6.58
Nolina	matapensis	6.58
Vicia	assyriaca	6.58
Agave	americana	6.58
Ranunculus	creticus	6.58
Typhonium	trilobatum	6.59
Hieracium	brachiatum	6.6
Vicia	tigridis	6.6
Coelogyne	barbata	6.6
Caryota	urens	6.6
Anemone	sylvestris	6.6
Senecio	hallianus	6.6
Deyeuxia	aff. quadriseta	6.6
Iris	rubromarginata	6.61
Koeleria	aff. cheesemanii	6.62
Festuca	nigrescens	6.62
Bromus	caroli-henrici	6.63
Mammillaria	plumosa	6.63
Puschkinia	scilloides	6.63
Asarum	europaeum	6.65
Vicia	pisiformis	6.65
Lathyrus	blepharicarpus	6.65
Ranunculus	pratensis	6.65
Pyrrhopappus	multicaulis	6.65
Papaver	setigerum	6.68
Bromus	haenkeanus	6.68
Festuca	billyii	6.68
Dactylorhiza	lapponica	6.69
Argyranthemum	haouarytheum	6.7
Pinanga	celebica	6.7
Senecio	x abbreviatus	6.7
Argyranthemum	webbii	6.72
Senecio	amygdalifolius	6.73
Chrysanthemum	morifolium	6.73
Lachnagrostis	littoralis	6.74
Festuca	extremiorientalis	6.74
Doritis	pulcherrima	6.75
Vicia	pannonica	6.75
Ranunculus	revelieri	6.75
Cyphomandra	corymbiflora	6.75
Vicia	hyrcanica	6.75
Ranunculus	marginatus	6.75
Ranunculus	cappadocius	6.75
Phalaenopsis	mannii	6.75
Dioscorea	elephantipes	6.75
Deyeuxia	avenoides	6.77
Vicia	hybrida	6.78
Lapageria	rosea	6.78
Askellia	karelinii	6.78
Cyclamen	coum	6.78
Artemisia	splendens	6.8
Alopecurus	pratensis	6.8
Bromus	coloratus	6.8
Scilla	decidua	6.8
Iris	pumila	6.81
Argyranthemum	cf. coronopifolium	6.82
Dracunculus	vulgaris	6.83
Lathyrus	ochrus	6.83
Festuca	rothmaleri	6.83
Argyranthemum	adauctum	6.85
Anthericum	suffruticosum	6.85
Lathyrus	sphaericus	6.85
Agave	decipiens	6.85
Chrysanthemum	spatiosum	6.85
Cephalaria	gigantea	6.86
Platanthera	bifolia	6.87
Rhoeo	spathacea	6.88
Crepis	pontana	6.88
Vulpia	myuros	6.89
Mausolea	eriocarpa	6.9
Bromus	stamineus	6.9
Sogerianthe	sessiliflora	6.9
Lathyrus	aphaca	6.9
Vicia	dionysiensis	6.9
Triticum	aegilopoides	6.9
Festuca	staroplaninica	6.92
Hieracium	bauhinii	6.93
Bromus	?valdivianus	6.95
Mammillaria	rhodantha	6.95
Argyranthemum	teneriffae	6.97
Festuca	carnuntina	6.97
Festuca	lemanii	6.98
Anthurium	lentii	6.98
Festuca	hirtovaginata	6.99
Bromus	lithobius	6.99
Bromus	leptoclados	7
Lathyrus	cicera	7
Callisia	repens	7
Limonium	perigrinum	7
Lathyrus	hierosolymitanus	7
Ornithogalum	dubium	7
Dactylorhiza	sambucina	7
Xyris	gracilis	7.01
Knautia	arvensis	7.01
Ranunculus	reptans	7.03
Festuca	stricta	7.03
Festuca	riccerii	7.03
Deyeuxia	aucklandica	7.03
Knautia	drymeia	7.03
Kaschgaria	brachanthemoides	7.05
Aegilops	sharonensis	7.05
Spathiphyllum		7.05
Iris	reticulata	7.05
Ornithogalum	candicans	7.05
Argyranthemum	vincentii	7.06
Argyranthemum	broussonetii	7.07
Vicia	johannis	7.08
Sowerbaea	laxiflora	7.08
Ranunculus	californicus	7.08
Argyranthemum	gracile	7.09
Phragmipedium	besseae	7.1
Weberbauerocereus	winterianus	7.1
Senecio	kleinia	7.1
Narcissus	bulbocodium	7.1
Festuca	glauca	7.11
Festuca	ulochaeta	7.13
Agropyron	cristatum	7.13
Aegilops	bicornis	7.13
Hieracium	humile	7.13
Knautia	norica	7.13
Anthurium	clavigerum	7.14
Argyranthemum	foeniculaceum	7.14
Roggeveldia	fistulosa	7.15
Anthurium	coriaceum	7.16
Tradescantia	fluminensis	7.18
Bromus	valdivianus	7.18
Anthurium	leuconeurum	7.18
Phalaenopsis	amboinensis	7.18
Festuca	saxatilis	7.18
Anthurium	radicans	7.18
Argyranthemum	frutescens	7.21
Rhoeo	discolor	7.23
Thyrsanthemum	floribundum	7.23
Lathyrus	annuus	7.23
Secale	fragile	7.23
Leucanthemum	myconis	7.23
Festuca	gigantea	7.23
Iris	foetidissima	7.23
Ranunculus	biternatus	7.25
Narcissus	cantabricus	7.25
Vanilla	pompona	7.25
Crepis	sibirica	7.25
Ranunculus	parnassiifolius	7.25
Rudbeckia	bicolor	7.26
Tanacetum	cinerariifolium	7.27
Festuca	rupicola	7.27
Vicia	narbonensis	7.28
Mauritiella	aculeata	7.28
Lasiocephalus	sodiroi	7.29
Scilla	taurica	7.3
Alepis	flavida	7.3
Ranunculus	illyricus	7.3
Artemisia	princeps	7.3
Baileya	multiradiata	7.32
Ranunculus	flammula	7.33
Ranunculus	escholtzii	7.33
Festuca	durandoi	7.33
Hieracium	amplexicaule	7.33
Cosmos	atrosanguineus	7.34
Chrysanthemum	segetum	7.35
Hieracium	lawsonii	7.36
Dietes	bicolor	7.37
Hieracium	caesium	7.38
Vicia	lutea	7.4
Herminium	gramineum	7.4
Kadsura	coccinea	7.4
Scilla	monophyllos	7.4
Secale	africanum	7.43
Bromus	unioloides	7.43
Vicia	dumetorum	7.43
Achillea	borealis	7.43
Callisia	multiflora	7.43
Gunnera	manicata	7.44
Coccothrinax	argentata	7.45
Achillea	stricta	7.45
Agave	angustifolia	7.45
Scilla	violacea	7.48
Alopecurus	geniculatus	7.48
Acanthephippium	sylhetense	7.48
Commelina	benghalensis	7.48
Thinopyrum	bessarabicum	7.48
Poa	cita	7.5
Lasiocephalus	ovatus	7.5
Oxalis	sarmentosa	7.5
Oxalis	sellowii	7.5
Vicia	hajastana	7.5
Ranunculus	millefoliatus	7.5
Festuca	altaica	7.5
Festuca	paniculata	7.51
Lasiocephalus	pichinchensis	7.51
Phalaenopsis	bellina	7.52
Festuca	contracta	7.53
Bougainvillea	x glabra-peruviana	7.53
Lathyrus	cassius	7.53
Lasiocephalus	lingulatus	7.54
Briza	media	7.55
Bromus	runssoroensis	7.55
Lathyrus	spathulatus	7.58
Festuca	arundinacea	7.58
Ornithogalum	longibracteatum	7.6
Cyphomandra	luteoalba	7.6
Vanilla	phaeantha	7.6
Allium	sibiricum	7.6
Scilla	resslii	7.6
Amorphophallus	lambii	7.63
Ranunculus	asiaticus	7.63
Hieracium	visianii	7.64
Achillea	millefolium	7.65
Uvularia	sessilifolia	7.65
Lathyrus	belinensis	7.65
Ranunculus	multifidus	7.65
Hieracium	brachiatum	7.65
Deyeuxia	quadriseta	7.68
Anthurium	solitarium	7.68
Artemisia	leucodes	7.7
Vicia	mollis	7.7
Habenaria	edgeworthii	7.7
Bellevalia	pycnantha	7.7
Rossioglossum	williamsianum	7.7
Achillea	tanacetifolia	7.73
Iris	aff. maracandica	7.73
Artemisia	bigelovii	7.75
Bromus	oxyodon	7.75
Cyphomandra	betacea	7.75
Tradescantia	spathacea	7.75
Hordeum	depressum	7.76
Senecio	pectinatus	7.78
Lathyrus	odoratus	7.78
Leucanthemum	multicaule	7.78
Agropyron	mongolicum	7.78
Hieracium	piliferum	7.79
Artemisia	dracunculoides	7.79
Oxalis	eriocarpa	7.8
Lathyrus	mulkak	7.8
Psathyrostachys	juncea	7.8
Ranunculus	acris	7.8
Allium	odoratissimum	7.8
Artemisia	crithmifolia	7.8
Gagea	bohemica	7.81
Lasiocephalus	involucratus	7.82
Vicia	serratifolia	7.83
Commelina	chamissonis	7.83
Ranunculus	gmelinii	7.83
Cuscuta	compacta	7.85
Bromus	lepidus	7.85
Cyphomandra	diploconos	7.85
Artemisia	dracunculus	7.86
Hieracium	villosum	7.86
Agave	goldmaniana	7.88
Dendranthema	maximowiczii	7.89
Vicia	hyaeniscyamus	7.9
Anthemis	cota	7.9
Anthemis	altissima	7.9
Senecio	magnificus	7.93
Cyphomandra	cajanumensis	7.95
Vanilla	planifolia	7.95
Ranunculus	insignis	7.95
Agave	schottii	7.95
Agave	kerchovei	7.95
Agave	toumeyana	7.95
Agave	gigantensis	7.95
Agave	neomexicana	7.95
Arrhenatherum	elatius	7.98
Tradescantia	blossfeldiana	8
Festuca	deflexa	8.01
Decaisnina	brittenii	8.03
Tradescantia	rozynskii	8.03
Bromus	bonariensis	8.05
Bromus	adoensis	8.05
Phragmipedium	lindleyanum	8.05
Senecio	herreianus	8.05
Ranunculus	carpaticola	8.05
Lasiocephalus	decipiens	8.05
Lasiocephalus	otophorus	8.05
Deyeuxia	lacustris	8.07
Vicia	sylvatica	8.08
Ruscus	hypoglossum	8.09
Pelargonium	radula	8.1
Tigridia	durangense	8.1
Aloe	haemanthifolia	8.1
Bulbine	lagopus	8.1
Kadsura	japonica	8.13
Festuca	matthewsii	8.13
Blandfordia	punicea	8.13
Agave	parryi	8.15
Lactuca	biennis	8.17
Dichelachne	crinita	8.18
Festuca	heteromalla	8.2
Secale	montanum	8.2
Bulbine	margarethae	8.2
Eranthis	pinnatifida	8.2
Dichelachne	inaequiglumis	8.2
Agave	pumila	8.2
Secale	vavilovii	8.23
Commelina	obliqua	8.23
Bromus	arenarius	8.23
Melampyrum	arvense	8.24
Ranunculus	flabellatus	8.25
Loranthus	europaeus	8.25
Colchicum	multiflorum	8.25
Festuca	actae	8.26
Amyema	artense	8.28
Senecio	velleioides	8.28
Lathyrus	niger	8.28
Lathyrus	montanus	8.28
Secale	cereale	8.28
Lathyrus	digitatus	8.28
Vicia	michauxii	8.3
Elymus	sibiricus	8.3
Phalaenopsis	parishii	8.31
Hieracium	pannosum	8.34
Cyphomandra	diversifolia	8.35
Tradescantia	cymbispatha	8.35
Trisetum	lepidum	8.35
Alocasia	cucullata	8.37
Limnocharis	flava	8.38
Lathyrus	sativus	8.4
Cyphomandra	obliqua	8.4
Psathyrostachys	fragilis	8.4
Aeluropus	littoralis	8.4
Brimeura	amethystina	8.4
Festuca	novae-zelandiae	8.42
Bromus	interruptus	8.43
Commelina	dianthifolia	8.43
Elymus	lanceolatus	8.43
Iris	bucharica	8.43
Dichelachne	micrantha	8.43
Polygonatum	verticillatum	8.44
Helianthus	divaricatus	8.45
Cipura	paludosa	8.45
Commelina	diffusa	8.45
Anacyclus	radiatus	8.45
Crepis	biennis	8.45
Ranunculus	serbicus	8.45
Allium	schoenoprasum	8.45
Anthemis	montana	8.45
Narcissus	lusitanicus	8.45
Iris	vicaria	8.46
Bellevalia	romana	8.48
Festuca	rubra	8.49
Siebera	pungens	8.49
Festuca	arundinacea	8.49
Phaius	tankervilliae	8.5
Avena	vaviloviana	8.5
Trisetum	aff. lepidum	8.51
Ranunculus	lapponicus	8.53
Iris	stenophylla	8.53
Lachnagrostis	lyallii	8.55
Elymus	caninus	8.55
Gibasis	heterophylla	8.58
Agave	lechuguilla	8.6
Bromus	rigidus	8.6
Borassus	flabellifer	8.6
Vicia	amoena	8.6
Hosta	minor	8.6
Bulbine	alata	8.63
Moraea	fugax	8.63
Ranunculus	cortusifolius	8.63
Lasiocephalus	patens	8.64
Decaisnina	signata	8.65
Commelina	longicaulis	8.65
Hosta	venusta	8.65
Hosta	tsushimensis	8.65
Ornithogalum	pyramidale	8.65
Kelissa	brasiliensis	8.68
Elymus	ciliaris	8.68
Gagea	wilczekii	8.68
Zanthoxylum	alatum	8.7
Elymus	mutabilis	8.7
Ranunculus	trilobus	8.7
Poa	aff. cita	8.72
Amyema	villiflorum	8.75
Ruscus	hypophyllum	8.75
Achillea	distans	8.75
Pseudoroegneria	geniculata	8.75
Hosta	jonesii	8.75
Arrhenechtites	mixta	8.78
Vicia	eristalioides	8.78
Chrysanthemum	cinerariifolium	8.78
Xanthosoma	sagittifolium	8.79
Chrysanthemum	viscidehirtum	8.8
Hosta	tibae	8.8
Aloe	plicatilis	8.8
Beaucarnea	recurvata	8.8
Dichelachne	lautumia	8.84
Gibasis	karwinskyana	8.85
Artemisia	dubia	8.85
Pinanga	coronata	8.85
Kadsura	longespicata	8.85
Ranunculus	recurvatus	8.85
Allium	darwasicum	8.85
Anemone	decapetala	8.85
Alocasia	lowii	8.85
Bulbine	semibarbata	8.88
Sesleria	sadleriana	8.88
Gibasis	schiedeana	8.9
Allium	ledebourianum	8.9
Allium	azureum	8.9
Scilla	kladnii	8.9
Nolina	recurvata	8.9
Eranthis	cilicica	8.9
Hordeum	brevisubulatum	8.91
Hexaglottis	namaquana	8.93
Avena	barbata	8.93
Papaver	orientale	8.93
Anemone	virginiana	8.93
Cistanche	phelypaea	8.93
Hordeum	tetraploidum	8.94
Arisarum	proboscidium	8.95
Avena	abyssinica	8.95
Psathyrostachys	stoloniformis	8.95
Anemone	riparia	8.95
Asarum	splendens	8.95
Hordeum	fuegianum	8.95
Anemone	narcissiflora	8.95
Stenostachys	gracilis	8.96
Lathyrus	gmelinii	8.97
Tradescantia	brasiliensis	8.98
Lactuca	canadensis	8.98
Deschampsia	caespitosa	9
Ranunculus	auricomus	9
Nerine	rehmannii	9
Nerine	gaberonensis	9
Narcissus	pallidulus	9
Eleocharis	sterneri	9
Monstera	obliqua	9
Gentianella	ciliata	9
Festuca	valida	9.02
Kleinia	neriifolia	9.05
Clematis	vitalba	9.05
Lathyrus	tingitanus	9.05
Calibanus	hookeri	9.05
Hierochloe	equiseta	9.05
Gagea	chrysantha	9.07
Parapholis	incurva	9.08
Sedum	suaveolens	9.1
Polygonatum	latifolium	9.1
Schisandra	rubriflora	9.12
Lachnagrostis	billardierei	9.13
Homalomena	rubescens	9.14
Amyema	lucasii	9.15
Sesleria	tatrae	9.15
Iris	magnifica	9.15
Rhapidophora	peepla	9.17
Vicia	kalakhensis	9.18
Bromus	hordeaceus	9.18
Commelina	africana	9.18
Hosta	lancifolia	9.2
Phragmipedium	caudatum	9.2
Lathyrus	heterophyllus	9.2
Phalacroseris	bolanderi	9.2
Allium	fuscum	9.2
Scilla	voethorum	9.2
Scilla	vindobonensis	9.2
Scoliopus	bigelovii	9.2
Senecio	battiscombei	9.23
Aegilops	ovata	9.23
Festuca	stricta	9.24
Callisia	elegans	9.25
Lathyrus	grandiflorus	9.25
Euphorbia	pentagona	9.25
Amorphophallus	bulbifer	9.28
Fortunatia	arida	9.28
Hordeum	brachyantherum	9.29
Bellevalia	rixii	9.29
Lathyrus	tuberosus	9.3
Avena	magna	9.3
Eranthis	hyemalis	9.3
Allium	oliganthum	9.3
Elymus	glaucus	9.3
Iris	aff. orchiodes	9.3
Anemone	cylindrica	9.3
Ranunculus	ficaria	9.33
Sowerbaea	juncea	9.35
Euphorbia	globosa	9.35
Elymus	abolinii	9.35
Ranunculus	monspeliacus	9.35
Cotinus	coggygria	9.35
Alocasia	longiloba	9.35
Nerine	marincowitzii	9.35
Festuca	laevigata	9.36
Agave	fourcroydes	9.37
Senecio	macranthus	9.38
Iris	tubergeniana	9.39
Amyema	conspicuum	9.4
Euphorbia	pugniformis	9.4
Ranunculus	lanuginosus	9.4
Ornithogalum	magnum	9.4
Narcissus	assoanus	9.4
Stenostachys	laevis	9.42
Bromus	sitchensis	9.43
Scilla	haemorrhoidalis	9.44
Aegilops	triuncialis	9.45
Helleborus	argutifolius	9.45
Spathicarpa	sagittifolia	9.46
Vicia	peregrina	9.48
Sesleria	heufleriana	9.48
Festuca	pseudovaria	9.48
Helleborus	lividus	9.5
Narcissus	triandrus	9.5
Austrobaileya	scandens	9.52
Scilla	dasyantha	9.52
Moraea	anomala	9.53
Oxalis	rhombeo-ovata	9.53
Iris	capnoides	9.53
Hosta	yingeri	9.55
Bromus	ciliatus	9.57
Chrysanthemum	morifolium	9.58
Lathyrus	laxiflorus	9.58
Elymus	trachycaulus	9.58
Pratia	angulata	9.6
Callisia	nizandensis	9.6
Hosta	clausa	9.6
Crepis	crocea	9.61
Crepis	polytricha	9.62
Amyema	quandang	9.63
Bromus	aleutensis	9.63
Orchis	morio	9.64
Amyema	maidenii	9.65
Hosta	capitata	9.65
Clematis	armandii	9.65
Ipheion	uniflorum	9.65
Senecio	kleiniiformis	9.65
Narcissus	gaditanus	9.65
Ranunculus	escholtzii	9.67
Amyema	congener	9.68
Limonium	purpuratum	9.68
Iris	orchioides	9.69
Liparis	rostrata	9.7
Senecio	pendulus	9.7
Stenostachys	deceptorix	9.71
Bromus	parodi	9.73
Amorphophallus	oncophyllus	9.73
Homeria	pendula	9.75
Chlorophytum	elatum	9.75
Commelina	coelestis	9.75
Tripogandra	serrulata	9.75
Ranunculus	montanus	9.75
Tradescantia	blossfeldiana	9.78
Iris	fulva	9.79
Iris	hexagona	9.8
Aegilops	ventricosa	9.8
Hosta	longissima	9.8
Hordeum	marinum	9.82
Moraea	ciliata	9.83
Polygonatum	odoratum	9.83
Amyema	queenslandicum	9.85
Ranunculus	fontanus	9.85
Leymus	chinensis	9.85
Senecio	oxyriifolius	9.85
Nerine	filamentosa	9.85
Hordeum	capense	9.87
Amyema	hillianum	9.88
Iris	brevicaulis	9.88
Hosta	rectifolia	9.93
Allium	pallasii	9.93
Festuca	luciarum	9.93
Thinopyrum	caespitosum	9.95
Senecio	mweroensis	9.95
Lathyrus	hirsutus	9.98
Moraea	inconspicua	9.98
Amyema	miraculosum	10
Vicia	melanops	10
Weldenia	candida	10
Dendranthema	arcticum	10.02
Iris	nelsonii	10.02
Rhapidophora	montana	10.03
Triticum	araraticum	10.05
Lathyrus	giganteus	10.05
Spathiphyllum		10.05
Festuca	brigantina	10.06
Amyema	gibberulum	10.08
Scilla	vvendenskyi	10.1
Senecio	aloides	10.1
Benthamina	alyxifolia	10.13
Ranunculus	hispidus	10.13
Caladium	bicolor	10.13
Festuca	duriotagana	10.14
Leucanthemum	ircutianum	10.14
Moraea	bipartita	10.15
Alocasia	sp.	10.15
Clematis	montana	10.15
Iris	albomarginata	10.18
Gibasis	linearis	10.2
Allium	roseum	10.2
Veltheimia	bracteata	10.2
Tradescantia	commelinoides	10.25
Commelina	fasciculata	10.25
Senecio	stapeliaeformis	10.25
Iris	aphylla	10.27
Elymus	enysii	10.27
Ruscus	aculeatus	10.27
Amyema	mackayense	10.28
Aegilops	geniculata	10.29
Cyphomandra	crassifolia	10.3
Alisma	plantago-aquatica	10.3
Allium	griffithianum	10.3
Phaius	wallichii	10.3
Festuca	ultramafica	10.31
Achillea	pannonica	10.33
Ferraria	crispa	10.34
Commelina	indehiscens	10.35
Iris	palaestina	10.36
Festuca	gigantea	10.38
Scilla	laxa	10.4
Anthurium	roseospadix	10.42
Bromus	breviaristatus	10.43
Chrysanthemum	carinatum	10.43
Arum	hygrophilum	10.43
Knautia	maxima	10.45
Gynandriris	setifolia	10.45
Fortunatia	biflora	10.45
Aloe	tenuior	10.45
Ornithogalum	viridiflorum (= Galtonia viridiflora	10.45
Prospero	elisae	10.46
Gibasis	speciosa	10.48
Aegilops	crassa	10.48
Dasypyrum	hordeaceum	10.5
Amyema	sanguineum	10.5
Tradescantia	standleyi	10.5
Ophiopogon	japonicus	10.5
Aegilops	columnaris	10.5
Urginea	hesperia	10.52
Lathyrus	chrysanthus	10.53
Liriope	muscari	10.55
Allium	sabulosum	10.55
Nigella	damascena	10.55
Sambucus	racemosa	10.55
Eucomis	grimshawii	10.55
Cyclamen	trochopteranthum	10.59
Arum	dioscoridis	10.59
Bromus	mollis	10.6
Hippeastrum	elwesii	10.6
Dendranthema	zawadskii	10.61
Moraea	unguiculata	10.63
Nigella	sativa	10.63
Aegilops	neglecta	10.64
Triteleia	laxa	10.65
Leucanthemum	vulgare	10.65
Hordeum	glaucum	10.65
Colchicum	corsicum	10.65
Poa	chathamica	10.65
Chrysanthemum	clusii	10.7
Scilla	messeniaca	10.7
Aster	tripolium	10.72
Senecio	vagus	10.73
Amorphophallus	abyssinicus	10.73
Aloe	distans	10.73
Tradescantia	crassifolia	10.75
Allium	dicipience	10.75
Aloe	ciliaris	10.75
Festuca	coxii	10.75
Pyrrhanthera	exigua	10.76
Leymus	secalinus	10.78
Hordeum	geniculatum	10.78
Scilla	reuteri	10.8
Elymus	canadensis	10.8
Kniphofia	x hybrida	10.8
Bulbine	alooides	10.82
Sambucus	ebulus	10.84
Hordeum	jubatum	10.85
Hosta	pulchella	10.85
Narcissus	primigenius	10.85
Lathyrus	latifolius	10.88
Bromus	commutatus	10.88
Hordeum	leporinum	10.88
Agrostis	magellanica	10.89
Festuca	summilusitana	10.92
Amyema	gaudichaudii	10.93
Arum	maculatum	10.93
Echinodorus	peruense	10.95
Lathyrus	cirrhosus	10.95
Ranunculus	fascicularis	10.95
Veltheimia	capensis	10.95
Nerine	pancratioides	10.95
Gibasis	consobrina	11
Nerine	gibsonii	11
Lysiana	casuarinae	11.03
Iris	tubergeniana	11.03
Hordeum	bulbosum	11.05
Scilla	hohenackeri	11.05
Hosta	gracillima	11.05
Platanthera	chlorantha	11.06
Smilacina	trifolia	11.1
Hordeum	murinum	11.1
Hosta	pycnophylla	11.1
Leymus	ambiguus	11.13
Anemone	caroliniana	11.13
Rhipogonum	papuanum	11.15
Festuca	robustifolia	11.15
Nerine	platypetala	11.15
Narcissus	jacetanus	11.15
Anemone	coronaria	11.16
Callisia	insignis	11.18
Leymus	triticoides	11.2
Ranunculus	repens	11.2
Hordeum	secalinum	11.2
Allium	carinatum	11.2
Lysiana	spathulata	11.23
Agapanthus	campanulatus	11.23
Lasiocephalus	ovatus	11.23
Lathyrus	laevigatus	11.23
Kniphofia	ensifolia	11.25
Hosta	sieboldii	11.25
Agave	angustifolia	11.26
Aegilops	biuncialis	11.3
Leymus	akmolinensis	11.3
Triticum	timopheevii	11.3
Senecio	picticaulis	11.3
Agave	sisalana	11.31
Amorphophallus	goetzei	11.33
Bromus	marginatus	11.33
Lasiocephalus	lingulatus	11.35
Hosta	crispula	11.35
Nerine	masoniorum	11.35
Gibasis	rhodantha	11.4
Leymus	racemosus	11.4
Hosta	kikutii	11.4
Nerine	appendiculata	11.4
Paullinia	cupana	11.4
Eucomis	schijffii	11.4
Bulbine	fallax	11.43
Koeleria	pyramidata	11.45
Tradescantia	tepoxtlana	11.45
Hosta	shikokiana	11.45
Festuca	guinochetii	11.46
Bromus	carinatus	11.47
Scilla	socialis	11.48
Amyema	melaleucae	11.48
Lathyrus	sylvestris	11.48
Bromus	maritimus	11.49
Leymus	sabulosus	11.5
Crocus	vernus	11.55
Scilla	buekkensis	11.55
Nerine	frithii	11.55
Bromus	brachyanthera	11.58
Ranunculus	muricatus	11.6
Elytrigia	repens	11.64
Lysiana	subfalcata	11.65
Bromus	erectus	11.65
Helleborus	foetidus	11.65
Eucomis	zambesiaca	11.65
Commelina	elevata	11.68
Briza	stricta	11.68
Agapanthus	caulescens	11.69
Triteleia	laxa	11.7
Eucomis	amaryllidifolia	11.7
Leucanthemum	pallens	11.73
Allium	caeruleum	11.73
Amorphophallus	commutatus	11.75
Amorphophallus	laxiflorus	11.75
Nerine	angustifolia	11.75
Narcissus	pseudonarcissus	11.75
Eucomis	vandermerwei	11.75
Scindapsus	pictus	11.75
Callisia	fragrans	11.78
Thinopyrum	junceiforme	11.8
Scilla	drunensis	11.8
Hosta	sieboldiana	11.8
Nerine	filifolia	11.8
Chlorophytum	comosum	11.85
Tradescantia	dracaenoides	11.85
Tradescantia	cerinthoides	11.9
Allium	sphaerocephalon	11.93
Bromus	diandrus	11.95
Arum	concinnatum	11.96
Bellevalia	dubia	12
Agave	parryi	12
Agave	potatorum	12
Agave	victoriae-reginae	12
Triticum	dicoccum	12.03
Festuca	gamisansii	12.04
Paeonia	daurica	12.05
Allium	flavellum	12.05
Allium	jesolianum	12.05
Narcissus	radiiflorus	12.05
Oxalis	erosa	12.1
Ranunculus	plantaginifolius	12.1
Agapanthus	coddii	12.1
Narcissus	asturiensis	12.1
Ranunculus	constantinopolitanus	12.13
Hosta	kiyosumiensis	12.15
Narcissus	poeticus	12.17
Allium	clathratum	12.18
Amyema	herbertianum	12.2
Allium	galanthum	12.2
Leymus	flavens	12.23
Paeonia	lagodechiana	12.23
Eucharis	amazonica	12.23
Aloe	dichotoma	12.25
Senecio	jacobsenii	12.25
Bromus	inermis	12.27
Maianthemum	stellatum	12.27
Triticum	turgidum	12.28
Iriartea	deltoidea	12.28
Triticum	dicoccoides	12.28
Artemisia	dracunculus	12.29
Allium	fetisowi	12.3
Aegilops	kotschyi	12.3
Nerine	gracilis	12.3
Anacamptis	pyramidalis	12.32
Amyema	bifurcatum	12.33
Dieffenbachia	picta	12.33
Lachnagrostis	pilosa	12.33
Hordeum	arizonicum	12.34
Tulipa	batalini	12.35
Scilla	pushkinioides	12.35
Hosta	plantaginea	12.35
Aloe	erinacea	12.35
Bulbinella	latifolia	12.4
Anemone	pavonina	12.43
Bulbine	praemorsa	12.46
Amyema	cambagei	12.5
Tradescantia	brevifolia	12.5
Cyphomandra	uniloba	12.5
Aegilops	peregrina	12.52
Agave	asperrima	12.53
Avena	ludoviciana	12.53
Allium	fistulosum	12.53
Helianthus	tuberosus	12.55
Aloe	melanacantha	12.55
Agapanthus	inapertus	12.57
Leucanthemopsis	alpina	12.57
Tradescantia	pallida	12.58
Tradescantia	potosina	12.58
Elymus	multiflorus	12.58
Aloe	pearsonii	12.6
Lachnagrostis	leptostachys	12.61
Arum	italicum	12.63
Anemone	hortensis	12.64
Homeria	bifida	12.65
Aloe	wrefordii	12.65
Allium	zebdanense	12.65
Nerine	humilis	12.65
Triticum	durum	12.66
Chrysanthemum	morifolium	12.68
Agapanthus	praecox	12.68
Tradescantia	iridescens	12.7
Sowerbaea	alliacea	12.73
Lachnagrostis	ammobia	12.74
Scilla	autumnalis	12.75
Vicia	ramuliflora	12.75
Iris	graeberiana	12.75
Allium	stellatum	12.75
Hosta	hypoleuca	12.75
Lachnagrostis	uda	12.75
Anemone	heterophylla	12.78
Campelia	zanonia	12.8
Liriope	spicata	12.8
Anthericum	suffruticosum	12.83
Amyema	nestor	12.83
Amorphophallus	hildebrandtii	12.83
Allium	hymenorrhizum	12.83
Artemisia	cana	12.83
Festuca	summilusitana	12.84
Lysiana	linearifolia	12.85
Aloe	pillansii	12.85
Aucuba	japonica	12.85
Eucomis	bicolor	12.85
Lysiana	murrayi	12.88
Scilla	greilhuberi	12.9
Pulsatilla	alpina	12.9
Senecio	hebdingii	12.9
